b'10 mysterious Republican Senators signal Pelosi to impeach Trump immediately',https://twitter.com/i/web/status/1121315065544761344,1
b'101 Loser or not I m glad Trump has your vote MAGA Trump2020',https://twitter.com/i/web/status/1121944894023569408,1
b'9 I don t think he would be that stupid Bett',https://twitter.com/i/web/status/1121315067314737154,1
b'Absolutely Let s make it a prerequisite That should dramatically limit the number of visits Trump',https://twitter.com/i/web/status/1121932722346307584,1
b'actor Under normal circumstances I d concur amp appreciate your respect for the US and the',https://twitter.com/i/web/status/1121937964945367041,0
b'ADFIntl Your completely right Attacks on Synagogues and Black churches are now common in Ameri',https://twitter.com/i/web/status/1121315098256080896,0
b'All Christians and Jews should strongly support Trump because Democra',https://twitter.com/i/web/status/1121953888532353024,0
b'Amazing how all of you libturds are so damn jealous of Trump s success in businss and as pr',https://twitter.com/i/web/status/1121936250792030209,0
b'An impeachment would undoubtedly fail and just give him more ammunition with which to make claims like',https://twitter.com/i/web/status/1121921697186082816,1
b'And see how awesome Trump is On the edge of impeachment with 10 obstruction of justice',https://twitter.com/i/web/status/1121960985386991616,1
b'And see how awesome Trump is On the edge of impeachment with 10 obstruction of justice',https://twitter.com/i/web/status/1121960985386991616,1
b'And what in the world can the other 39 of educated women be thinking I ask that qu',https://twitter.com/i/web/status/1121938793349746688,0
b'bastone My thots exactly Rosenstein s toadying up to amp scurrying round to keep Trump happy',https://twitter.com/i/web/status/1121959136831340544,1
b'Biggest Trump supporter here But frankly he s like is in a lot of ways Not much thought of consequ',https://twitter.com/i/web/status/1121927114318655488,1
b'Certainly appreciate you being vocal It s important we have people like you speak out in support of president Trump',https://twitter.com/i/web/status/1121938484355198976,1
b'CNN is nothing but a hate Donald Trump station They are nothing but a racist and doing your best to separate',https://twitter.com/i/web/status/1121956674628141057,0
b'Democrats are the big time dishonest swamp Kamala Harris is feeding her own dishonest ego like the r',https://twitter.com/i/web/status/1121921527853780992,1
b'Don t be racist Be like a panda They are white black and Asian the Laziness is a trait in blacks I believe',https://twitter.com/i/web/status/1121960717945573378,0
b'Donald Trump has never taken a sip of alcohol in his life and look at his success',https://twitter.com/i/web/status/1121930746023829504,1
b'Donald Trump is seriously demented Does he EVER stop talking about himself or how great at EVERYTHING he',https://twitter.com/i/web/status/1121917561627660288,0
b'Easy one Biden exhibits integrity and intelligence His light shines before men and his good works',https://twitter.com/i/web/status/1121926926044676098,1
b'Electrico Please please Peggy stay on the republican side The job of evicting T',https://twitter.com/i/web/status/1121954511713599488,0
b'Fact or Fiction Just add it the list this man is and always has been horrible Why do people trust him t',https://twitter.com/i/web/status/1121957524394192896,0
b'Giuliani burns Trump s excuse for Hiding his taxes Rudy has to be the worst lawyer in the especially when clie',https://twitter.com/i/web/status/1121847903537041410,0
b'Go for jo beidn trump is also he wants To steal money to build his wall of the south next Maybe t South west bode',https://twitter.com/i/web/status/1121849087693746176,0
b'Graham Very touching that you have absolutely nothing negative to discover in the entire H',https://twitter.com/i/web/status/1121315094804291585,0
b'Great but Imo they want Pence in there and then Trump gets pardoned this is a mess',https://twitter.com/i/web/status/1121917722399526912,0
b'Great for speaking your mind and supporting who you want You don t have to hide your support for Pres',https://twitter.com/i/web/status/1121938501748920320,1
b'Guys our number one goal is to get Trump out of the WH I DON T CARE WHO DOES IT Yes I m yelling on twitter',https://twitter.com/i/web/status/1121851535338745856,0
b'Hamas is not a person This is not a real comparison Also I would politely decline them all May would b',https://twitter.com/i/web/status/1121866406176403461,0
b'Happy birthday Mrs Trump and may your day be a great one',https://twitter.com/i/web/status/1121851611008122880,1
b'Happy Birthday Mrs Trump We wish you all the happiness joy and best wishes this day can bring Much love',https://twitter.com/i/web/status/1121921422430015488,1
b'Hey Billy don t you have an academy awards show to host Angry Billy can t get over Trump and his success',https://twitter.com/i/web/status/1121958924545081346,0
b'His best friend Dre mont Jones is black and so is his favorite coach Jesus I hate trump as much as a',https://twitter.com/i/web/status/1121921356529119233,0
b'Honeys trump thinks he is above the law and a Dictator We must Vote Him and his corrupt Senate out',https://twitter.com/i/web/status/1121945088177864704,0
b'How can anyone still support BernieSanders after the DNC was proven biased toward',https://twitter.com/i/web/status/1121938350351560704,0
b'how do agricultural subsidies to offset the effects of trump tariffs fit in your socialist scheme',https://twitter.com/i/web/status/1121851533363118080,0
b'I agree he is not but methinks he is the best to beat Trump USA amp the World cannot afford another 4y of Trump',https://twitter.com/i/web/status/1121960185654702081,1
b'I am guilty of voting for Mitt Romney and Donald Trump as president but Trump is the best vote I ve ever done Trum',https://twitter.com/i/web/status/1121957214229602304,1
b'I am worried that any protest against Trump will be seen as disrespecting the Ameri',https://twitter.com/i/web/status/1121315127171665920,1
b'I appreciate your passion and you should never lose it But I have been a Democrat all my life and I can tell you',https://twitter.com/i/web/status/1121926949918662658,1
b'I can t believe I m going to tweet this Trump s major gripe with the head of Twitter yesterday was that',https://twitter.com/i/web/status/1121315094636503040,0
b'I COULD beat Trump It s not likely and neither is the chance for CreepyJoe to live d',https://twitter.com/i/web/status/1121866416163102720,0
b'I d only argue Trump supporters are on the wrong side of history Unfortunately other co',https://twitter.com/i/web/status/1121938491133366273,0
b'I dont think trump is any different than your typical politician He isn t work',https://twitter.com/i/web/status/1121927139308257282,0
b'I m not surprised Twitter keeps taking my posts off because I support President Trump TRUMP2020',https://twitter.com/i/web/status/1121953944652013568,1
b'I m tired of hearing Trump brag about the economy I haven t gotten a raise since 2015 This month my cable cell',https://twitter.com/i/web/status/1121917486562271233,0
b'I still think every time Trump s attorneys make him a list of things to absolutely not say he reads',https://twitter.com/i/web/status/1121866409502359558,0
b'I think he is great and should show respect P Trump is the first decent President that has been seen for many yea',https://twitter.com/i/web/status/1121866396756058112,1
b'I think people can justifiably take Biden to task for bungling the Thomas hearings and not being forceful',https://twitter.com/i/web/status/1121849082689884160,1
